y,p,r,flex1,flex2,flex3,flex4,x
-4.52,-1.73,-75.83,1019.00,1023.00,814.00,880.00,350
-4.49,-2.02,-76.44,1019.00,1023.00,814.00,878.00,351
-5.58,-0.01,1.63,1023.00,1023.00,1023.00,1023.00,352
-5.55,0.12,1.50,1023.00,1023.00,1023.00,1023.00,353
-5.50,0.23,1.37,1023.00,1023.00,1023.00,1023.00,354
-5.43,0.34,1.22,1023.00,1023.00,1023.00,1023.00,355
-5.25,0.48,0.96,1023.00,1023.00,1023.00,1023.00,356
-4.82,0.92,0.46,1023.00,1023.00,1023.00,1023.00,357
-4.41,1.21,-0.51,1023.00,1023.00,1023.00,1023.00,358
-3.98,1.46,-1.72,1023.00,1023.00,1023.00,1023.00,359
-3.36,2.01,-3.32,1023.00,1023.00,1023.00,1023.00,360
-2.61,2.99,-6.25,1023.00,1023.00,1023.00,1023.00,361
-1.85,3.98,-10.66,1023.00,1023.00,1023.00,1023.00,362
-0.54,4.90,-16.26,1023.00,1023.00,1023.00,1022.00,363
1.49,6.38,-23.14,1023.00,1023.00,1023.00,1023.00,364
3.93,7.75,-31.61,1023.00,1009.00,1009.00,1009.00,365
6.03,8.18,-39.83,1023.00,1020.00,1021.00,1021.00,366
7.67,8.87,-45.81,1023.00,1021.00,977.00,1005.00,367
9.33,9.82,-50.54,1023.00,1019.00,869.00,949.00,368
10.65,10.21,-54.37,1023.00,995.00,798.00,908.00,369
11.25,10.24,-58.26,1023.00,956.00,702.00,854.00,370
11.42,10.02,-61.90,1023.00,983.00,648.00,873.00,371
10.77,8.93,-64.06,1023.00,1003.00,613.00,828.00,372
9.81,8.39,-65.00,1023.00,920.00,610.00,779.00,373
8.54,7.94,-65.11,1018.00,923.00,623.00,749.00,374
6.72,6.71,-66.65,1023.00,984.00,693.00,753.00,375
4.61,5.19,-67.62,1023.00,997.00,685.00,773.00,376
3.15,3.38,-68.20,1023.00,1006.00,684.00,803.00,377
1.35,1.45,-68.45,1023.00,1004.00,691.00,820.00,378
-0.82,-0.66,-68.91,1023.00,1001.00,693.00,862.00,379
-2.38,-2.23,-69.46,1023.00,1003.00,697.00,862.00,380
-3.27,-3.04,-69.76,1023.00,1003.00,685.00,864.00,381
-3.10,-2.79,-70.27,1023.00,1003.00,693.00,853.00,382
-2.11,-2.00,-71.36,1023.00,1004.00,691.00,845.00,383
0.70,0.46,-72.04,1023.00,1003.00,690.00,839.00,384
5.95,4.85,-71.74,1002.00,998.00,708.00,862.00,385
12.05,9.57,-71.22,1002.00,978.00,709.00,851.00,386
18.52,15.63,-68.96,1023.00,1005.00,707.00,870.00,387
28.87,25.16,-64.75,1023.00,1018.00,707.00,861.00,388
38.98,33.77,-58.37,1023.00,1023.00,716.00,887.00,389
51.21,46.46,-47.75,1010.00,1023.00,749.00,970.00,390
60.88,53.53,-34.56,1010.00,1023.00,765.00,948.00,391
68.22,56.56,-16.38,1023.00,1023.00,764.00,939.00,392
74.65,57.90,-0.98,1010.00,1023.00,765.00,933.00,393
79.05,57.08,10.01,1009.00,1023.00,763.00,933.00,394
82.31,55.67,17.89,1010.00,1023.00,762.00,933.00,395
82.69,54.69,18.59,1023.00,1023.00,762.00,932.00,396
83.43,55.05,19.45,1010.00,1023.00,762.00,931.00,397
83.40,55.25,19.30,1010.00,1023.00,759.00,934.00,398
82.86,55.93,17.79,1023.00,1023.00,758.00,937.00,399
82.46,56.61,17.38,1010.00,1023.00,726.00,932.00,400
81.62,57.38,15.73,1012.00,1023.00,716.00,930.00,401
78.74,59.19,8.03,1023.00,1023.00,719.00,917.00,402
72.20,59.89,-6.35,1023.00,1023.00,721.00,935.00,403
60.52,56.61,-26.94,1023.00,1023.00,781.00,958.00,404
42.17,45.80,-51.91,1023.00,1010.00,788.00,954.00,405
17.67,21.40,-71.37,1023.00,1014.00,807.00,964.00,406
-2.05,-1.42,-82.91,1018.00,1023.00,840.00,971.00,407
-6.36,-5.74,-84.00,1021.00,1011.00,846.00,958.00,408
-7.80,-6.59,-82.51,1020.00,1003.00,844.00,964.00,409
-9.29,-9.05,-87.46,1020.00,1009.00,861.00,967.00,410
