y,p,r,flex1,flex2,flex3,flex4,x
18.45,-8.12,-44.62,1023.00,1023.00,1023.00,1023.00,364
22.28,-6.42,-51.85,1023.00,1022.00,1023.00,993.00,365
27.35,-3.53,-57.44,1023.00,1008.00,1023.00,1002.00,366
33.12,0.51,-61.72,1023.00,1000.00,1023.00,991.00,367
38.97,5.51,-65.64,1023.00,994.00,1023.00,985.00,368
44.56,10.86,-69.39,1023.00,1001.00,1023.00,989.00,369
50.48,16.72,-72.72,1023.00,999.00,1023.00,971.00,370
56.44,22.93,-75.24,1023.00,1023.00,1023.00,997.00,371
62.30,29.71,-77.97,1001.00,1023.00,1023.00,999.00,372
65.43,37.09,-81.37,997.00,992.00,1023.00,1023.00,373
61.49,44.67,-86.20,1018.00,1022.00,1023.00,1023.00,374
35.30,128.59,-92.14,1017.00,1023.00,1023.00,1023.00,375
-15.20,123.17,-98.16,1017.00,1023.00,1023.00,1022.00,376
-33.50,119.04,-104.36,1017.00,1023.00,1023.00,1023.00,377
-35.73,116.41,-109.43,1018.00,1023.00,1023.00,1023.00,378
-32.15,114.97,-113.04,1019.00,1023.00,1023.00,1023.00,379
-27.37,113.98,-115.61,1018.00,1023.00,1023.00,1022.00,380
-24.28,113.13,-117.68,1018.00,1023.00,1023.00,1023.00,381
-22.78,112.27,-119.42,1019.00,1023.00,1023.00,1023.00,382
-21.23,111.56,-120.81,1022.00,1023.00,1023.00,1023.00,383
-19.04,110.85,-122.51,1023.00,1023.00,1023.00,1023.00,384
-19.17,110.17,-124.23,1022.00,1023.00,1023.00,1023.00,385
-18.73,109.80,-125.46,1023.00,1023.00,1023.00,1023.00,386
-16.73,109.57,-126.01,1023.00,1023.00,1023.00,1023.00,387
-13.41,109.59,-126.59,1023.00,1023.00,1023.00,1023.00,388
-10.53,109.43,-128.63,1017.00,1023.00,1023.00,1023.00,389
-9.99,109.17,-130.51,1018.00,991.00,1022.00,974.00,390
-10.86,109.01,-130.78,1018.00,990.00,1023.00,872.00,391
-9.52,108.92,-130.95,1017.00,978.00,1023.00,849.00,392
-7.33,108.91,-132.57,1018.00,952.00,988.00,818.00,393
-6.33,108.87,-134.83,1018.00,948.00,952.00,790.00,394
